geometry,@id,access,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,building,height,layer,man_made,name,note,old_name,phone,ref:bag,source,source:date,start_date,toilets:wheelchair,website,wheelchair,wikidata,wikimedia_commons,wikipedia,ref,description,heritage,tower:construction,tower:type,addr:country,operator,operator:website,operator:wikidata,telecom,architect,amenity,display,faces,visibility,historic,tourism,office,short_name,source:name,building:part,heritage:operator,ref:rce,building:levels,operator:wikipedia,roof:shape,building:material,min_height,roof:height,roof:material,ref:CGBCode,landuse,material,level,opening_hours,technology,technology_1,technology_2,technology_3,communication:gsm-r,communication:mobile_phone,location,barrier,bicycle,foot,motor_vehicle,communication:television,emergency,manufacturer,siren:model,siren:purpose,siren:type,support,operator:type,contact:facebook,contact:instagram,contact:twitter,mast,nest,name:en,communication:radio,frequency,communication:microwave,lamp_type,playground,communication:emergency_services,sources,highway,lamp_mount,capacity,species,species:en,species:nl,colour
"POLYGON ((4.9609499 52.3547626, 4.9609723 52.3547486, 4.9612715 52.35456, 4.9618347 52.3542079, 4.9618532 52.3541963, 4.9618592 52.3541925, 4.9624744 52.3545597, 4.9624817 52.354564, 4.9614856 52.355189, 4.9614663 52.3552009, 4.9614306 52.3552226, 4.9614112 52.3552345, 4.9613796 52.3552543, 4.960758 52.3548825, 4.9607636 52.354879, 4.9609499 52.3547626))",way/441605807,,Amsterdam,610,1098XH,Science Park,,data_center,,1,,Equinix AM3,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,6,en:Equinix,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9616982 52.3540963, 4.9616921 52.3541001, 4.9616736 52.3541117, 4.9611337 52.3544491, 4.9611107 52.3544635, 4.9610828 52.354481, 4.9608756 52.3543573, 4.9608532 52.354344, 4.9607757 52.3542977, 4.9607692 52.3542938, 4.9613833 52.3539079, 4.9616982 52.3540963))",way/482532123,,Amsterdam,610,1098XH,Science Park,,data_center,,,,Equinix AM4,,,,363100012246317,BAG;https://www.equinix.com/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am4;local knowledge,2017-03-24,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8873974 52.3364261, 4.8873849 52.3364241, 4.8873731 52.3364208, 4.8873623 52.3364164, 4.8873529 52.336411, 4.8873451 52.3364047, 4.887339 52.3363977, 4.887335 52.3363901, 4.887333 52.3363823, 4.8873331 52.3363744, 4.8873354 52.3363666, 4.8873397 52.3363592, 4.887346 52.3363522, 4.887354 52.336346, 4.8873636 52.3363407, 4.8873746 52.3363365, 4.8873865 52.3363333, 4.887399 52.3363315, 4.887412 52.3363309, 4.8874249 52.3363316, 4.8874375 52.3363336, 4.8874493 52.3363368, 4.8874603 52.3363412, 4.8874697 52.3363467, 4.8874776 52.336353, 4.8874836 52.33636, 4.8874878 52.3363675, 4.8874898 52.3363754, 4.8874896 52.3363833, 4.8874874 52.3363912, 4.8874832 52.3363986, 4.8874768 52.3364056, 4.8874686 52.3364118, 4.8874589 52.3364171, 4.887448 52.3364214, 4.8874359 52.3364245, 4.8874233 52.3364264, 4.8874103 52.3364269, 4.8873974 52.3364261))",way/485464790,,,,,,,,72,,communications_tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.887407 52.3364167, 4.887387 52.3364137, 4.8873697 52.3364068, 4.887357 52.3363969, 4.8873503 52.3363851, 4.8873502 52.3363725, 4.8873568 52.3363606, 4.8873694 52.3363506, 4.8873866 52.3363437, 4.8874066 52.3363406, 4.8874271 52.3363416, 4.887446 52.3363466, 4.8874612 52.3363551, 4.887471 52.3363661, 4.8874745 52.3363785, 4.8874712 52.3363909, 4.8874614 52.336402, 4.8874463 52.3364106, 4.8874275 52.3364157, 4.887407 52.3364167))",way/485464791,,,,,,,,94,,communications_tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,metal,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.887436 52.3363796, 4.8874341 52.3363843, 4.8874299 52.3363884, 4.8874239 52.3363915, 4.8874157 52.3363934, 4.887407 52.3363935, 4.8873987 52.3363918, 4.8873918 52.3363885, 4.8873873 52.3363839, 4.8873856 52.3363786, 4.8873869 52.3363733, 4.8873911 52.3363686, 4.8873977 52.3363651, 4.887405 52.3363633, 4.8874129 52.3363629, 4.8874206 52.336364, 4.8874273 52.3363666, 4.8874324 52.3363703, 4.8874354 52.3363748, 4.887436 52.3363796))",way/485464792,,,,,,,,113,,communications_tower,,,,,,,,,,,,Q107092031,Category:Telecomtoren Zuidas,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,metal,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8874178 52.3363824, 4.8874153 52.3363836, 4.8874123 52.3363841, 4.8874092 52.336384, 4.8874064 52.3363834, 4.887404 52.3363822, 4.8874024 52.3363806, 4.8874017 52.3363788, 4.887402 52.3363769, 4.8874033 52.3363752, 4.8874054 52.3363739, 4.887408 52.336373, 4.887411 52.3363727, 4.887414 52.336373, 4.8874168 52.3363739, 4.887419 52.3363753, 4.8874202 52.336377, 4.8874205 52.336379, 4.8874196 52.3363808, 4.8874178 52.3363824))",way/485464793,,,,,,,,146,,communications_tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,metal,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9008229 52.3765941, 4.9008667 52.3765472, 4.9009434 52.3765739, 4.9008995 52.3766208, 4.9008229 52.3765941))",way/645534930,,,,,,,,56,,tower,,,,,,,,,,,,,,,,,,,bell_tower,,,,,,,,,,,,,,,,church,,,,,pyramidal,brick,,23,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9011323 52.3766772, 4.9010554 52.3766503, 4.9010989 52.3766035, 4.9011762 52.3766302, 4.9011323 52.3766772))",way/645534931,,,,,,,,56,,tower,,,,,,,,,,,,,,,,,,,bell_tower,,,,,,,,,,,,,,,,church,,,,,pyramidal,brick,,23,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8298414 52.3435196, 4.8310223 52.3435323, 4.8310647 52.3435328, 4.8310516 52.3439847, 4.8310084 52.3439842, 4.8310065 52.344051, 4.8316361 52.3440579, 4.8316074 52.3450285, 4.8291687 52.3450024, 4.829182 52.3445503, 4.8289281 52.3445477, 4.8289139 52.3450293, 4.8285638 52.3450257, 4.8285784 52.3445439, 4.8286996 52.3445452, 4.8287017 52.3444778, 4.8286765 52.3444776, 4.828704 52.3435071, 4.8298414 52.3435196))",way/700738101,,,,,,,data_center,,,,,,,,363100012112975,BAG,2014-03-24,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9388806 52.3029953, 4.9387395 52.302947, 4.9387315 52.3029558, 4.938499 52.3028759, 4.9385176 52.3028557, 4.9381483 52.3027288, 4.9384282 52.3024228, 4.9390421 52.3026361, 4.9390858 52.3026476, 4.939173 52.3026789, 4.9388932 52.3029847, 4.938891 52.302984, 4.9388806 52.3029953))",way/776593777,,,,,,,data_center,,,,,,,,0363100012250803,BAG,2021-08-08,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8871336 52.3427502, 4.8871453 52.3427518, 4.8871517 52.342758, 4.8871491 52.3427651, 4.887139 52.342769, 4.8871273 52.3427674, 4.8871209 52.3427612, 4.8871236 52.3427541, 4.8871336 52.3427502))",way/807204799,,,,,,,,16,,tower,,,,,,,,,,,,,,,,,,,chimney,,,,,,,,,,,,,,,,chimney,,,,,,metal,5,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8863765 52.3363078, 4.8863765 52.3363037, 4.8863768 52.3362549, 4.8868495 52.3362565, 4.8868494 52.3362903, 4.8868843 52.3362903, 4.8869404 52.3362904, 4.8869993 52.3362905, 4.8870079 52.3362906, 4.8870079 52.3362922, 4.8870079 52.3363045, 4.8870072 52.3364904, 4.8870072 52.3365044, 4.8870071 52.3365218, 4.8872458 52.336522, 4.8874889 52.3365213, 4.8874893 52.3365249, 4.8874892 52.3365282, 4.8874887 52.3365998, 4.8874879 52.3366972, 4.8874869 52.3368229, 4.8874864 52.3368765, 4.8863849 52.3368748, 4.8863857 52.3367715, 4.8863875 52.336521, 4.8864661 52.3365211, 4.8864644 52.3364712, 4.8863869 52.3364721, 4.886387 52.3364671, 4.886388 52.3363079, 4.8863765 52.3363078))",way/883367894,,,,,,,yes,,,,,,,,363100012117970,BAG,2020-12-10,1967,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8390076 52.397207, 4.8389138 52.3972373, 4.8387659 52.3970651, 4.8387745 52.3970624, 4.838796 52.3970555, 4.8388075 52.3970688, 4.8388023 52.3970719, 4.8387994 52.3970758, 4.8387989 52.3970801, 4.838801 52.3970843, 4.8388054 52.3970877, 4.8388115 52.3970899, 4.8388185 52.3970906, 4.8388254 52.3970898, 4.838928 52.3972092, 4.838992 52.3971888, 4.8390076 52.397207))",way/891596749,,Amsterdam,2F,1042AB,Gyroscoopweg,,data_center,,2,,Equinix AM8,,,,363100012094936,BAG,2014-02-11,2002,,,,,,,,,,,,,Equinix,,Q851641,data_center,,,,,,,,,,,,,,,en:Equinix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.842273 52.399622, 4.8425583 52.3995307, 4.8427221 52.3997214, 4.8426104 52.3997571, 4.8426987 52.3998598, 4.8426747 52.3998675, 4.8425553 52.3999057, 4.8425251 52.3999153, 4.8423752 52.3999633, 4.8423392 52.3999748, 4.8422524 52.3998738, 4.8421578 52.399904, 4.8419925 52.3997117, 4.842273 52.399622))",way/893800401,,Amsterdam,58-60,1042AC,Gyroscoopweg,,,,,,Interxion AMS1 - AMS4,,,,,,,,,,,,,,AMS1; AMS2; AMS4,,,,,,Interxion,,,data_center,,,,,,,,company,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8429138 52.400428, 4.8431246 52.4003602, 4.8432252 52.4004766, 4.8433287 52.4005964, 4.843426 52.4007089, 4.8435269 52.4008256, 4.8432422 52.4009172, 4.8432293 52.4009214, 4.8432279 52.4009199, 4.8432243 52.400921, 4.8432224 52.4009188, 4.8432193 52.4009198, 4.8432121 52.4009115, 4.8432047 52.400903, 4.8431979 52.4008951, 4.8431855 52.4008808, 4.8431832 52.400878, 4.8431451 52.400834, 4.8431112 52.4007948, 4.8431071 52.40079, 4.8431038 52.4007862, 4.8431013 52.4007833, 4.843034 52.4007055, 4.8430108 52.4006786, 4.8428908 52.4005398, 4.8428493 52.4004917, 4.8428337 52.4004737, 4.8428294 52.4004687, 4.8428255 52.4004641, 4.8428239 52.4004624, 4.8428272 52.4004614, 4.8428252 52.4004591, 4.8428288 52.400458, 4.842827 52.4004559, 4.8428835 52.4004378, 4.8429138 52.400428))",way/906834712,,,,,,,,,,,Gyro Center,,,,,,,,,,,,,,,,,,,,Gyro Center,,,data_center,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.957485 52.2993874, 4.9574546 52.2993766, 4.9574749 52.299358, 4.9575053 52.2993688, 4.957485 52.2993874))",way/1030665841,,,,,,,yes,,,,,"The building has the name PTT in large letters above its door. PTT was the Dutch state-owned enterprise for postal, telegraph and telephone service. It was privatized in 1989 under the name Koninklijke PTT Nederland NV (KPN).",,,,survey,,,,,,,,,,,,,,,KPN,,Q338633,exchange,,,,,,,,,,,,,,,nl:Koninklijke KPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9503328 52.3572078, 4.9503404 52.3572123, 4.9503204 52.3572248, 4.9503035 52.3572354, 4.9502958 52.3572309, 4.9503328 52.3572078))",way/1090189550,,,,,,,data_center,,1,,,,,,0363100012243277,BAG,2021-01-08,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.960662 52.3545768, 4.9608532 52.354344, 4.9608756 52.3543573, 4.9606868 52.3545916, 4.960662 52.3545768))",way/1093524141,,Amsterdam,610,1098XH,Science Park,,data_center,,2,,Equinix,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,,en:Equinix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9611337 52.3544491, 4.9616736 52.3541117, 4.9618347 52.3542079, 4.9612949 52.3545453, 4.9611337 52.3544491))",way/1093524157,,Amsterdam,610,1098XH,Science Park,,data_center,,1,,Equinix AM3,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,6,en:Equinix,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9610756 52.3548929, 4.9612686 52.3547721, 4.9615516 52.3549409, 4.9613585 52.3550617, 4.9610756 52.3548929))",way/1093524163,,Amsterdam,610,1098XH,Science Park,,data_center,,,,Equinix AM3,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,,en:Equinix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9607062 52.3548343, 4.9606056 52.3547742, 4.9607433 52.3546882, 4.9607657 52.3546742, 4.9607947 52.3546561, 4.9606868 52.3545916, 4.960662 52.3545768, 4.9605004 52.3544804, 4.9605978 52.3544195, 4.9609928 52.3546552, 4.9609547 52.354679, 4.9607625 52.3547991, 4.9607062 52.3548343))",way/1093524165,,Amsterdam,610,1098XH,Science Park,,data_center,,1,,Equinix AM3,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,3,en:Equinix,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9609726 52.3547488, 4.9609502 52.3547628, 4.9607433 52.3546882, 4.9607657 52.3546742, 4.9609726 52.3547488))",way/1093524166,,Amsterdam,610,1098XH,Science Park,,data_center,,2,,Equinix,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,,en:Equinix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9607947 52.3546561, 4.9607657 52.3546742, 4.9607433 52.3546882, 4.9606056 52.3547742, 4.9607062 52.3548343, 4.9606977 52.3548396, 4.960692 52.3548431, 4.960282 52.3545984, 4.9604854 52.3544714, 4.9604887 52.3544734, 4.9604917 52.3544752, 4.9605004 52.3544804, 4.960662 52.3545768, 4.9606868 52.3545916, 4.9607947 52.3546561))",way/1093524167,,Amsterdam,610,1098XH,Science Park,,data_center,,1,,Equinix AM3,,,,363100012238998,BAG,2017-03-24,2015,,https://www.equinix.nl/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers/am3,,,,,AM3,,,,,,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,6,en:Equinix,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8176388 52.3776228, 4.8178293 52.3776492, 4.8178545 52.3776528, 4.8177593 52.3778997, 4.8175186 52.377865, 4.8176136 52.3776191, 4.8176388 52.3776228))",way/1102827706,,Amsterdam,19,1064KC,Van Moerkerkenstraat,,yes,,,,Amsterdam-Slotermeer,,,,363100012088495,BAG,2014-03-24,1956,,,,,,,,,,,,,KPN,,Q338633,exchange,,,,,,,,,Asd-Slom,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9393198 52.3021217, 4.9395976 52.3022154, 4.9395479 52.3022699, 4.9394428 52.3023854, 4.9391973 52.3026555, 4.9391045 52.3026242, 4.9390858 52.3026476, 4.9390421 52.3026361, 4.9390644 52.3026116, 4.9384491 52.3023985, 4.9387301 52.3020905, 4.9391966 52.3022529, 4.9393198 52.3021217))",way/1220520621,,,,,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.9507538 52.3564372, 4.9503036 52.3561662, 4.950329 52.3561505, 4.950462 52.3560681, 4.9506789 52.3561987, 4.9508471 52.3560975, 4.9510777 52.3562366, 4.9507538 52.3564372))",way/1323444996,,,,,,,yes,,1,,NIKHEF Amsterdam,,,,,,,,,https://www.nikhef.nl/housing/,,,,,,,,,,,NIKHEF,,,data_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8389102 52.3963391, 4.8389571 52.396324, 4.8390156 52.396305, 4.8393551 52.3967004, 4.8393711 52.396719, 4.839387 52.3967376, 4.8394029 52.3967562, 4.8394189 52.3967747, 4.8394795 52.3968453, 4.839592 52.3969763, 4.8396057 52.3969928, 4.8396198 52.3970092, 4.8396339 52.3970257, 4.839668 52.3970644, 4.8396081 52.3970834, 4.8394702 52.3971285, 4.8394321 52.397141, 4.8393926 52.3971538, 4.8389062 52.3973116, 4.8388769 52.3973172, 4.8388049 52.397331, 4.8381815 52.3966038, 4.8382056 52.3965846, 4.8382273 52.3965705, 4.8382631 52.3965532, 4.8383028 52.396536, 4.8388066 52.3963727, 4.838873 52.3963512, 4.8389102 52.3963391))",way/1346509047,,Amsterdam,2E,1042AB,Gyroscoopweg,,,,,,Equinix Amsterdam AM8,,,,,,,,,,,,,,AM8,,,,,,Equinix,,Q851641,data_center,,,,,,,,,,,,,,,en:Equinix,,,,,,,industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.95521 52.3000656, 4.9554213 52.300138, 4.955682 52.3002283, 4.9556305 52.3002845, 4.9557612 52.3003295, 4.9555479 52.3005622, 4.9552776 52.3004694, 4.9549422 52.3003542, 4.9549606 52.300334, 4.9549663 52.3003277, 4.9549094 52.3003082, 4.9551486 52.300045, 4.95521 52.3000656))",way/1346509474,,,,,,,data_center,,,,,,,,363100012137995,BAG,2014-05-07,1978,,,,,,,,,,,,,,,,data_center,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((4.8899307 52.3693132, 4.8899171 52.3693454, 4.8898777 52.3693392, 4.8898685 52.3693377, 4.8898821 52.3693055, 4.8899307 52.3693132))",way/1425764020,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,freestanding,bell_tower,,,,,,,,,,,,,,,,yes,,,6,,pyramidal,,,,,,,masonry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8084362 52.3341197),node/289244686,,,,,,,,,,tower,,,,,,,,,,,,,,,,"Communication tower Airtraffic Control Netherlands, Lucht Verkeersleiding Nederland",,,communication,,LVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.855708 52.3391569),node/295842462,,Amsterdam,,,Burgerweeshuispad,,,,,tower,Tripolis 300,From May 2010: Stadsdeelkantoor Zuid (temporary secondary location) (tijdelijke nevenvestiging).,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8915534 52.3673568),node/432862174,,Amsterdam,457,1012WP,Singel,,,,,tower,Blue Amsterdam,,,+31 20 427 3901,,,,,,https://www.blue-amsterdam.nl,yes,,,,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,3,"Mo-We,Fr-Sa 10:00-18:30; Th 10:00-20:00; Su 11:00-18:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (5.0139123 52.308904),node/599587763,,,,,,,,25,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (5.013911 52.3089049),node/599587766,,,,,,,,31,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9969758 52.3169655),node/599587767,,,,,,,,20,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9962239 52.3157407),node/599587768,,,,,,,,14,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.99039 52.2957055),node/599587769,,,,,,,,16,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9856814 52.2976669),node/599587773,,,,,,,,22,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9856814 52.2976669),node/599587774,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9856814 52.2976669),node/599587776,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9834428 52.3104521),node/599587777,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9832489 52.310392),node/599587778,,,,,,,,32,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.980093 52.318814),node/599587779,,,,,,,,35,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9800056 52.3187508),node/599587780,,,,,,,,36,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9800056 52.3187508),node/599587781,,,,,,,,36,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9789767 52.309418),node/599587782,,,,,,,,30,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9789767 52.309418),node/599587783,,,,,,,,32,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9783775 52.3187632),node/599587784,,,,,,,,39,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9783775 52.3187632),node/599587785,,,,,,,,36,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9764636 52.2957478),node/599587786,,,,,,,,24,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9764636 52.2957478),node/599587792,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9764636 52.2957478),node/599587794,,,,,,,,21,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9764291 52.2963049),node/599587799,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9764291 52.2963049),node/599587800,,,,,,,,23,,tower,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM 900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
