geometry,Adres,Plaats,Gebruiksdoel,Objectsoort,FUNCTIE,FUNCTIE_ID,Oppervlakte,HEX,Buurtcode,Verblijfsobject
POINT (52.40669 4.7326289),Kaapstadweg 50A,Amsterdam,industriefunctie,Laad-/loskuil (docking station)|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,19602,25,BA01,0363010012131441
POINT (52.408358 4.733279),Kaapstadweg 50B,Amsterdam,industriefunctie,Laad-/loskuil (docking station)|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,22370,25,BA01,0363010012131442
POINT (52.409916 4.733673),Kaapstadweg 50C,Amsterdam,industriefunctie,Laad-/loskuil (docking station)|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,26733,27,BA01,0363010012131443
POINT (52.405242 4.73384),Kaapstadweg 38F,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,4995,13,BA01,0363010012154294
POINT (52.405181 4.734367),Kaapstadweg 38E,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,5446,18,BA01,0363010012154293
POINT (52.410794 4.734397),Kaapstadweg 50D,Amsterdam,kantoorfunctie,Entree/garderobe|Kantine|Kantoor|Personeelsvoorziening|Technische installatieruimte,Kantoren,K,1545,9,BA01,0363010012131444
POINT (52.405102 4.735038),Kaapstadweg 38D,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,5465,18,BA01,0363010012154292
POINT (52.4087559 4.735303),Kaapstadweg 25,Amsterdam,industriefunctie|kantoorfunctie,Kantine|Kantoor|Opslag/magazijn|Technische installatieruimte,Kantoren,K,14760,23,BA01,0363010012124843
POINT (52.407355 4.7355831),Durbanweg 27,Amsterdam,industriefunctie,,Bedrijven,B,10154,21,BA01,0363010012066373
POINT (52.40501 4.7357309),Kaapstadweg 38C,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,4509,12,BA01,0363010012154288
POINT (52.404942 4.7363031),Kaapstadweg 38B,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,4448,12,BA01,0363010012154287
POINT (52.40489 4.736739),Kaapstadweg 38A,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,4475,12,BA01,0363010012154286
POINT (52.407135 4.737284),Durbanweg 29,Amsterdam,industriefunctie,,Bedrijven,B,10146,21,BA01,0363010012066374
POINT (52.406122 4.737799),Durbanweg 31,Amsterdam,overige gebruiksfunctie,Kantine|Kantoor|Opslag/magazijn,Kantoren,K,8060,20,BA01,0363010012066371
POINT (52.404852 4.7379459),Kaapstadweg 36D,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,6423,19,BA01,0363010012129685
POINT (52.404802 4.738568),Kaapstadweg 36C,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,4965,13,BA01,0363010012129684
POINT (52.406684 4.7386479),Durbanweg 33,Amsterdam,industriefunctie,,Bedrijven,B,7159,19,BA01,0363010012066372
POINT (52.420181 4.7385389),Westpoortweg 504,Amsterdam,industriefunctie,,Bedrijven,B,1087,9,BA01,0363010012086386
POINT (52.40466 4.739466),Kaapstadweg 36B,Amsterdam,industriefunctie,Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,4965,13,BA01,0363010012129683
POINT (52.4297 4.739216),Noordzeekanaalweg 2,Amsterdam,overige gebruiksfunctie,Werkruimte,Bedrijven,B,92,5,BA01,0363010012105583
POINT (52.419244 4.7394821),Westpoortweg 502,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,1035,9,BA01,0363010012086179
POINT (52.404592 4.739928),Kaapstadweg 36A,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,6313,19,BA01,0363010012129682
POINT (52.406517 4.740134),Durbanweg 35,Amsterdam,industriefunctie,,Bedrijven,B,7163,19,BA01,0363010012066370
POINT (52.404496 4.7407519),Kaapstadweg 34D,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn|Parkeerplaats,Bedrijven,B,5911,18,BA01,0363010012117421
POINT (52.4152151 4.740734),Westpoortweg 480,Amsterdam,kantoorfunctie,Kantoor|Opstal|Overige ruimten,Kantoren,K,1090,9,BA01,0363010011073791
POINT (52.4056129 4.741488),Kaapstadweg 35,Amsterdam,industriefunctie|kantoorfunctie,Opslag/magazijn,Bedrijven,B,4156,12,BA01,0363010012098297
POINT (52.404358 4.7417679),Kaapstadweg 34C,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,4969,13,BA01,0363010012117423
POINT (52.4042979 4.742152),Kaapstadweg 34B,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,4969,13,BA01,0363010012117422
POINT (52.40538 4.742847),Kaapstadweg 37,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,15109,23,BA01,0363010012094860
POINT (52.4041751 4.742913),Kaapstadweg 34A,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,5911,18,BA01,0363010012117420
POINT (52.399831 4.746348),Bauduinlaan 35,Amsterdam,sportfunctie,Cafe/bar|Kantoor|Opslag/magazijn|Winkel/verkoopruimte|Woning,Sport,S,1573,9,BA01,0363010001022572
POINT (52.402622 4.748894),Beiraweg 15,Amsterdam,kantoorfunctie,Kantoor|Restaurant|Technische installatieruimte,Kantoren,K,6900,19,BA01,0363010003688227
POINT (52.410235 4.748932),Ruigoord 78,Amsterdam,bijeenkomstfunctie,Opstal,Maatschappelijke bijeenkomst,Y,324,6,BA01,0363010001025185
POINT (52.410317 4.7491221),Ruigoord 76,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,125,5,BA01,0363010001025184
POINT (52.407064 4.7492709),Beiraweg 3,Amsterdam,bijeenkomstfunctie|kantoorfunctie|overige gebruiksfunctie,Entree/garderobe|Kantoor|Opslag/magazijn|Sanitaire ruimte|Werkplaats,Bedrijven,B,2335,10,BA01,0363010001167246
POINT (52.409698 4.7493071),Ruigoord 22,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025172
POINT (52.411163 4.749301),Ruigoord 66,Amsterdam,industriefunctie,Atelier,Bedrijven,B,120,5,BA01,0363010001025183
POINT (52.409752 4.749336),Ruigoord 24,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025173
POINT (52.400808 4.749485),Conakryweg 10,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Kantine|Kantoor|Opslag/magazijn|Personeelsvoorziening|Technische installatieruimte,Bedrijven,B,6240,18,BA01,0363010012145068
POINT (52.4054231 4.7494261),Beiraweg 5,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Autowasplaats|Kantine|Kantoor|Opslag/magazijn,Bedrijven,B,5378,18,BA01,0363010012130765
POINT (52.411729 4.749366),Ruigoord 58,Amsterdam,industriefunctie,Atelier,Bedrijven,B,126,5,BA01,0363010001025182
POINT (52.411792 4.74938),Ruigoord 56,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025181
POINT (52.410031 4.7494489),Ruigoord 32,Amsterdam,bijeenkomstfunctie|kantoorfunctie,Atelier,Bedrijven,B,173,5,BA01,0363010001025175
POINT (52.410112 4.749463),Ruigoord 34,Amsterdam,kantoorfunctie,Atelier,Bedrijven,B,75,4,BA01,0363010001025176
POINT (52.409537 4.749486),Ruigoord 20,Amsterdam,industriefunctie,Atelier,Bedrijven,B,136,5,BA01,0363010001025171
POINT (52.410193 4.7494911),Ruigoord 36,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025177
POINT (52.403974 4.749624),Beiraweg 11,Amsterdam,overige gebruiksfunctie,Kantoor|Opslag/magazijn,Kantoren,K,20668,25,BA01,0363010002005065
POINT (52.4106881 4.749572),Ruigoord 42,Amsterdam,industriefunctie,Atelier,Bedrijven,B,55,4,BA01,0363010001025179
POINT (52.411021 4.749626),Ruigoord 46,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025180
POINT (52.409475 4.749751),Ruigoord 18,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025170
POINT (52.410356 4.7497679),Ruigoord 38,Amsterdam,industriefunctie,Atelier,Bedrijven,B,50,4,BA01,0363010001025178
POINT (52.409467 4.749825),Ruigoord 16,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025169
POINT (52.4279749 4.749825),Ruijgoordweg 146,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,266,6,BA01,0363010012158681
POINT (52.4093461 4.750752),Ruigoord 8,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025168
POINT (52.409338 4.75084),Ruigoord 6,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025167
POINT (52.402831 4.7509479),Casablancaweg 11,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1019,8,BA01,0363010001164207
POINT (52.409312 4.7510169),Ruigoord 4,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025166
POINT (52.403982 4.7511079),Casablancaweg 20,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,8659,20,BA01,0363010001988430
POINT (52.4093031 4.7511059),Ruigoord 2,Amsterdam,industriefunctie,Atelier,Bedrijven,B,100,5,BA01,0363010001025165
POINT (52.404693 4.7513191),Casablancaweg 22,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,6400,19,BA01,0363010003684690
POINT (52.402898 4.7516261),Casablancaweg 9,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,20869,25,BA01,0363010012063316
POINT (52.406583 4.751732),Beiraweg 2,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,10895,21,BA01,0363010011909568
POINT (52.4092361 4.7522351),Accraweg 1A,Amsterdam,kantoorfunctie,Overige ruimten,Kantoren,K,116,5,BA01,0363010010953869
POINT (52.403766 4.752595),Casablancaweg 16,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn|Werkruimte,Bedrijven,B,7130,19,BA01,0363010001988428
POINT (52.40508 4.753047),Casablancaweg 18,Amsterdam,industriefunctie,Laad-/loskuil (docking station)|Opslag/magazijn|Werkruimte,Bedrijven,B,6099,18,BA01,0363010001988429
POINT (52.406433 4.7533031),Beiraweg 4,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,9420,21,BA01,0363010011909569
POINT (52.4123271 4.753531),Accraweg 23,Amsterdam,kantoorfunctie,,Kantoren,K,1165,9,BA01,0363010001027880
POINT (52.4124441 4.753559),Accraweg 21,Amsterdam,kantoorfunctie,,Kantoren,K,1165,9,BA01,0363010001027879
POINT (52.411959 4.7535811),Accraweg 15,Amsterdam,industriefunctie,,Bedrijven,B,2260,10,BA01,0363010001027876
POINT (52.412561 4.7535869),Accraweg 19,Amsterdam,kantoorfunctie,,Kantoren,K,1110,9,BA01,0363010001027878
POINT (52.412157 4.7536511),Accraweg 17,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,7872,20,BA01,0363010001027877
POINT (52.399008 4.753873),Conakryweg 1B,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,19091,24,BA01,0363010012149212
POINT (52.411578 4.753743),Accraweg 13A,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,2106,10,BA01,0363010012116387
POINT (52.400342 4.75409),Conakryweg 4A,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,9193,20,BA01,0363010012126588
POINT (52.401172 4.754367),Conakryweg 4B,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,9234,20,BA01,0363010012126589
POINT (52.411487 4.7544119),Accraweg 13B,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,2106,10,BA01,0363010012116388
POINT (52.409285 4.754457),Accraweg 25,Amsterdam,overige gebruiksfunctie,,Bedrijven,B,5212,18,BA01,0363010001043408
POINT (52.404864 4.754652),Casablancaweg 14,Amsterdam,industriefunctie,Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,6414,19,BA01,0363010001988427
POINT (52.409933 4.754653),Accraweg 27,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,5164,18,BA01,0363010001037024
POINT (52.406234 4.754718),Beiraweg 6,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,9420,21,BA01,0363010011909570
POINT (52.3988569 4.7549961),Conakryweg 1A,Amsterdam,industriefunctie,Kantoor|Laad-/loskuil (docking station)|Opslag/magazijn,Bedrijven,B,25051,26,BA01,0363010012149211
POINT (52.4105631 4.75485),Accraweg 29,Amsterdam,industriefunctie,,Bedrijven,B,5164,18,BA01,0363010001037025
POINT (52.402446 4.755045),Casablancaweg 7,Amsterdam,industriefunctie|kantoorfunctie,Entresol|Kantoor|Opslag/magazijn|Technische installatieruimte|Was-/kleedruimte,Bedrijven,B,17213,24,BA01,0363010012088113
POINT (52.411185 4.755061),Accraweg 31,Amsterdam,industriefunctie,,Bedrijven,B,5164,18,BA01,0363010001037026
POINT (52.4118871 4.7552721),Accraweg 33,Amsterdam,industriefunctie,,Bedrijven,B,5235,18,BA01,0363010001037027
POINT (52.427319 4.755178),Ruijgoordweg 140,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,918,8,BA02,0363010012139133
POINT (52.399855 4.7559119),Conakryweg 2A,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn,Bedrijven,B,4309,12,BA01,0363010012126584
POINT (52.409131 4.75584),Accraweg 35,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,4634,12,BA01,0363010001043411
POINT (52.400283 4.7560311),Conakryweg 2B,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn,Bedrijven,B,4302,12,BA01,0363010012126585
POINT (52.403326 4.756084),Casablancaweg 8,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,7469,19,BA01,0363010003684584
POINT (52.400674 4.756177),Conakryweg 2C,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn,Bedrijven,B,4307,12,BA01,0363010012126586
POINT (52.409878 4.756094),Accraweg 37,Amsterdam,industriefunctie,,Bedrijven,B,4754,12,BA01,0363010001043412
POINT (52.401129 4.756311),Conakryweg 2D,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn,Bedrijven,B,4892,13,BA01,0363010012126587
POINT (52.406034 4.756251),Beiraweg 8,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte,Bedrijven,B,10980,21,BA01,0363010011909571
POINT (52.404613 4.756463),Casablancaweg 10,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,6414,19,BA01,0363010003684585
POINT (52.41395 4.756888),Latexweg 1,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,3752,12,BA02,0363010012574885
POINT (52.4163201 4.757326),Ruijgoordweg 80,Amsterdam,kantoorfunctie,Kantoor|Parkeerplaats,Kantoren,K,2496,11,BA02,0363010001170398
POINT (52.4119271 4.7577849),Latexweg 2,Amsterdam,industriefunctie,Kantoor|Laad-/losruimte|Opslag/magazijn|Werkruimte,Bedrijven,B,9378,20,BA02,0363010001167562
POINT (52.4133699 4.7587189),Latexweg 3,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,17975,24,BA02,0363010012138198
POINT (52.381478 4.759582),Tom Schreursweg 102,Amsterdam,kantoorfunctie,Praktijkruimte,Zorg,Z,615,7,FB01,0363010001027540
POINT (52.412495 4.759146),Koffieweg 5,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,8620,20,BA02,0363010012128000
POINT (52.41092 4.75943),Koffieweg 3,Amsterdam,overige gebruiksfunctie,Kantoor|Laboratorium|Opslag/magazijn|Productieruimte|Werkruimte,Bedrijven,B,8380,20,BA02,0363010001043392
POINT (52.4143651 4.759684),Latexweg 5,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,33000,28,BA02,0363010012574886
POINT (52.409538 4.759817),Oceanenweg 1,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn|Productieruimte|Sanitaire ruimte,Bedrijven,B,8027,20,BA02,0363010001026559
POINT (52.419336 4.7600609),Ruijgoordweg 100,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,1920,10,BA02,0363010001010010
POINT (52.417477 4.760115),Ruijgoordweg 82,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,24630,26,BA02,0363010012135393
POINT (52.403646 4.760473),Kopraweg 1,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,28926,27,BA02,0363010001007793
POINT (52.379348 4.761359),Osdorperweg 937,Amsterdam,industriefunctie|woonfunctie,Kantoor|Overige ruimten,Bedrijven,B,46839,31,FF01,0363010000766063
POINT (52.410058 4.761265),Koffieweg 4,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,1922,10,BA02,0363010012579487
POINT (52.374471 4.76206),Raasdorperweg 54,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,850,8,FF01,0363010001035650
POINT (52.409099 4.761822),Oceanenweg 2,Amsterdam,industriefunctie,Balie/receptie|Kantoor|Laboratorium|Opslag/magazijn|Overige ruimten|Productieruimte|Trafo,Bedrijven,B,174414,57,BA02,0363010000936682
POINT (52.410592 4.761875),Oceanenweg 7B,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,1415,9,BA02,0363010012579489
POINT (52.410403 4.76198),Oceanenweg 7A,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,1424,9,BA02,0363010012579491
POINT (52.394566 4.9588721),Markengouw 245F,Amsterdam,gezondheidszorgfunctie,,Zorg,Z,83,5,NJ02,0363010012077444
POINT (52.354514 4.9592719),Science Park 607,Amsterdam,bijeenkomstfunctie|kantoorfunctie,Kantoor|Recreatieruimte|Technische installatieruimte,Kantoren,K,626,8,MN05,0363010012147940
POINT (52.310052 4.959706),Hogevecht 229A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,35,4,TD02,0363010011323773
POINT (52.310052 4.959706),Hogevecht 229B,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,35,4,TD02,0363010011323772
POINT (52.310053 4.95972),Hogevecht 229C,Amsterdam,overige gebruiksfunctie,Winkel/verkoopruimte,Detailhandel,D,45,4,TD02,0363010011323775
POINT (52.310053 4.95972),Hogevecht 229D,Amsterdam,woonfunctie,Kantoor,Kantoren,K,45,4,TD02,0363010001035503
POINT (52.370857 4.959141),Zuider IJdijk 38W,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,163,5,MH04,0363010012085005
POINT (52.322868 4.959612),EGoli 10,Amsterdam,onderwijsfunctie,Entree/garderobe|Gemeenschappelijke ruimte|Kantoor|Leslokaal|Opslag/magazijn,Onderwijs,O,2568,11,TE01,0363010001038594
POINT (52.394514 4.958933),Markengouw 245E,Amsterdam,gezondheidszorgfunctie,,Zorg,Z,48,4,NJ02,0363010012077443
POINT (52.3799291 4.959078),Zuider IJdijk 51,Amsterdam,overige gebruiksfunctie,Kantine|Kantoor|Keuken|Opslag/magazijn|Overige ruimten|Technische installatieruimte|Werkruimte,Kantoren,K,734,8,MH01,0363010000946639
POINT (52.370961 4.9591669),Zuider IJdijk 38L,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,15,3,MH04,0363010012084980
POINT (52.3236239 4.959649),EGoli 9,Amsterdam,sportfunctie,Opstal,Sport,S,389,7,TE01,0363010001040483
POINT (52.394451 4.95899),Markengouw 245D,Amsterdam,gezondheidszorgfunctie,Entree/garderobe|Kantoor|Opslag/magazijn|Overige ruimten,Zorg,Z,111,5,NJ02,0363010012077442
POINT (52.413936 4.762068),Latexweg 7,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,35097,28,BA02,0363010012139534
POINT (52.413155 4.7623091),Latexweg 12,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,361,7,BA02,0363010000994080
POINT (52.4131281 4.762324),Latexweg 10,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,18636,24,BA02,0363010000994079
POINT (52.3544081 4.7632981),Maroastraat 79,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,3929,12,FF03,0363010012105527
POINT (52.410275 4.763187),Oceanenweg 9,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,3885,12,BA02,0363010001003083
POINT (52.354289 4.764195),Maroastraat 77,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn|Showroom|Technische installatieruimte,Bedrijven,B,4000,12,FF03,0363010012163289
POINT (52.4064121 4.763521),Kopraweg 35,Amsterdam,industriefunctie,,Bedrijven,B,47979,31,BA02,0363010000958040
POINT (52.354998 4.7643),Maroastraat 81,Amsterdam,industriefunctie,Balie/receptie|Dagverblijf|Kantoor|Laad-/losruimte|Opslag/magazijn|Overige ruimten|Technische installatieruimte,Bedrijven,B,1250,9,FF03,0363010001172323
POINT (52.415138 4.7634689),Latexweg 9,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,30800,28,BA02,0363010012574887
POINT (52.3949811 4.7637991),Heining 149H,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,81,4,FA01,0363010001026835
POINT (52.3951519 4.763796),Heining 151E,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,63,4,FA01,0363010001026840
POINT (52.395215 4.763795),Heining 153E,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,63,4,FA01,0363010001026845
POINT (52.395395 4.7637931),Heining 155E,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,71,4,FA01,0363010001026850
POINT (52.395628 4.763789),Heining 159H,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,70,4,FA01,0363010001026863
POINT (52.395458 4.7638071),Heining 157E,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,68,4,FA01,0363010001026855
POINT (52.3572 4.764372),Lutkemeerweg 328,Amsterdam,kantoorfunctie,Kantoor|Werkruimte,Kantoren,K,1545,9,FF03,0363010000957973
POINT (52.395827 4.763864),Heining 161,Amsterdam,industriefunctie|overige gebruiksfunctie,Grond bij niet-woning|Kantine|Opslag/magazijn,Bedrijven,B,827,8,FA01,0363010012102847
POINT (52.395152 4.7638841),Heining 151D,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,65,4,FA01,0363010001026839
POINT (52.395449 4.76388),Heining 157D,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,68,4,FA01,0363010001026854
POINT (52.3949821 4.763901),Heining 149G,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,82,5,FA01,0363010001026834
POINT (52.395215 4.7638979),Heining 153D,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,75,4,FA01,0363010001026844
POINT (52.395395 4.763896),Heining 155D,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,93,5,FA01,0363010001026849
POINT (52.3956289 4.7638921),Heining 159G,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,64,4,FA01,0363010001026862
POINT (52.397148 4.763905),Heining 173,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,376,7,FA01,0363010012118854
POINT (52.396051 4.763924),Heining 163,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,1570,9,FA01,0363010012114469
POINT (52.394897 4.7639561),Heining 148D,Amsterdam,industriefunctie,Atelier,Bedrijven,B,20,3,FA01,0363010012155054
POINT (52.394875 4.763958),Heining 148C,Amsterdam,industriefunctie,Atelier,Bedrijven,B,20,3,FA01,0363010012155056
POINT (52.394982 4.763989),Heining 149F,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,72,4,FA01,0363010001026833
POINT (52.395153 4.763987),Heining 151C,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,78,4,FA01,0363010001026838
POINT (52.395216 4.763986),Heining 153C,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,68,4,FA01,0363010001026843
POINT (52.395396 4.7639839),Heining 155C,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,62,4,FA01,0363010001026848
POINT (52.39545 4.763983),Heining 157C,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,63,4,FA01,0363010001026853
POINT (52.395629 4.763995),Heining 159F,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,71,4,FA01,0363010001026861
POINT (52.394893 4.764027),Heining 148,Amsterdam,industriefunctie,Atelier,Bedrijven,B,465,7,FA01,0363010012155052
POINT (52.3962681 4.764024),Heining 165,Amsterdam,overige gebruiksfunctie,,Onduidelijk,Q,290,6,FA01,0363010012169237
POINT (52.394895 4.7640771),Heining 148A,Amsterdam,industriefunctie,Atelier,Bedrijven,B,20,3,FA01,0363010012155053
POINT (52.394992 4.764078),Heining 149E,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,81,4,FA01,0363010001026832
POINT (52.395153 4.764075),Heining 151B,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,64,4,FA01,0363010001026837
POINT (52.395207 4.764074),Heining 153B,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,66,4,FA01,0363010001026842
POINT (52.395387 4.7640719),Heining 155B,Amsterdam,industriefunctie,Entresol|Werkplaats,Bedrijven,B,68,4,FA01,0363010001026847
POINT (52.39545 4.764071),Heining 157B,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,66,4,FA01,0363010001026852
POINT (52.394878 4.764081),Heining 148B,Amsterdam,industriefunctie,Atelier,Bedrijven,B,20,3,FA01,0363010012155055
POINT (52.395621 4.764083),Heining 159E,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,78,4,FA01,0363010001026860
POINT (52.396401 4.764106),Heining 167,Amsterdam,industriefunctie,,Bedrijven,B,689,8,FA01,0363010012578322
POINT (52.394992 4.7641661),Heining 149D,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,62,4,FA01,0363010001026831
POINT (52.395217 4.764163),Heining 153A,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,65,4,FA01,0363010001026841
POINT (52.395154 4.764178),Heining 151A,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,77,4,FA01,0363010001026836
POINT (52.3953881 4.764175),Heining 155A,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,81,4,FA01,0363010001026846
POINT (52.395451 4.7641739),Heining 157A,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,70,4,FA01,0363010001026851
POINT (52.39563 4.7641709),Heining 159D,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,85,5,FA01,0363010001026859
POINT (52.397149 4.764201),Heining 171,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,362,7,FA01,0363010012118853
POINT (52.394993 4.764268),Heining 149C,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,62,4,FA01,0363010001026830
