geometry,Adres,Plaats,Gebruiksdoel,Objectsoort,FUNCTIE,FUNCTIE_ID,Oppervlakte,HEX,Buurtcode,Verblijfsobject
POINT (52.3218951 4.9469081),Drostenburg 5A,Amsterdam,gezondheidszorgfunctie,Apotheek (medisch)|Polikliniek,Zorg,Z,1053,9,TB02,0363010012104625
POINT (52.301711 4.947134),Laarderhoogtweg 25,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn|Parkeerplaats,Kantoren,K,11030,21,TA03,0363010000936521
POINT (52.3688509 4.9464871),Cruquiusweg 65A/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,46,4,MA10,0363010012132944
POINT (52.368796 4.946488),Cruquiusweg 65A/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132943
POINT (52.400882 4.946172),Houdringe 2A,Amsterdam,onderwijsfunctie,,Onderwijs,O,348,6,NH02,0363010012578541
POINT (52.3664551 4.946522),Th. K. van Lohuizenlaan 202,Amsterdam,industriefunctie,Kantoor,Kantoren,K,225,6,MG02,0363010001039091
POINT (52.376782 4.9464199),KNSM-laan 810,Amsterdam,industriefunctie,,Bedrijven,B,85,5,MA02,0363010000676040
POINT (52.369015 4.9464979),Cruquiusweg 65B/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,41,4,MA10,0363010012132950
POINT (52.368961 4.9464991),Cruquiusweg 65B/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,37,4,MA10,0363010012132949
POINT (52.368851 4.9465019),Cruquiusweg 65B/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,48,4,MA10,0363010012132948
POINT (52.368797 4.9465029),Cruquiusweg 65B/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,42,4,MA10,0363010012132947
POINT (52.37671 4.946435),KNSM-laan 764,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,54,4,MA02,0363010000942417
POINT (52.37671 4.946435),KNSM-laan 766,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,97,5,MA02,0363010000942418
POINT (52.3767191 4.9464349),KNSM-laan 758,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,86,5,MA02,0363010000942414
POINT (52.3767191 4.9464349),KNSM-laan 756,Amsterdam,industriefunctie,Gymzaal|Werkplaats,Bedrijven,B,307,6,MA02,0363010000942413
POINT (52.369017 4.946513),Cruquiusweg 65C/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,39,4,MA10,0363010012132959
POINT (52.368962 4.946514),Cruquiusweg 65C/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,37,4,MA10,0363010012132958
POINT (52.3689069 4.9465149),Cruquiusweg 65C/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,50,4,MA10,0363010012132957
POINT (52.369293 4.9465121),Zeeburgerkade 832,Amsterdam,kantoorfunctie|winkelfunctie,Sanitaire ruimte|Winkel/verkoopruimte,Detailhandel,D,135,5,MA10,0363010012089801
POINT (52.368934 4.946516),Cruquiusweg 65,Amsterdam,bijeenkomstfunctie|logiesfunctie,Foyer|Kantoor|Overige ruimten|Personeelsvoorziening,Logies,L,165,5,MA10,0363010012133034
POINT (52.368852 4.9465171),Cruquiusweg 65C/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,49,4,MA10,0363010012132956
POINT (52.3687969 4.946518),Cruquiusweg 65C/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,43,4,MA10,0363010012132955
POINT (52.369155 4.946515),Cruquiusweg 63,Amsterdam,kantoorfunctie,Winkel/verkoopruimte,Detailhandel,D,251,6,MA10,0363010012089798
POINT (52.312271 4.947088),Johan Cruijff Boulevard 608,Amsterdam,overige gebruiksfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,16,3,TC03,0363010001166020
POINT (52.366348 4.946553),Zeeburgerdijk 379,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,97,5,MG02,0363010001039134
POINT (52.369018 4.946527),Cruquiusweg 65D/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,41,4,MA10,0363010012132968
POINT (52.368963 4.946529),Cruquiusweg 65D/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132967
POINT (52.368908 4.94653),Cruquiusweg 65D/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,54,4,MA10,0363010012132966
POINT (52.368852 4.9465321),Cruquiusweg 65D/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,53,4,MA10,0363010012132965
POINT (52.3687969 4.946533),Cruquiusweg 65D/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,46,4,MA10,0363010012132964
POINT (52.367597 4.946555),Th. K. van Lohuizenlaan 198,Amsterdam,overige gebruiksfunctie,Dagkeuken/pantry|Entree/garderobe|Kantoor|Opslag/magazijn|Sanitaire ruimte|Technische installatieruimte,Kantoren,K,839,8,MA10,0363010001032073
POINT (52.367687 4.946554),Th. K. van Lohuizenlaan 196,Amsterdam,overige gebruiksfunctie,Dagverblijf|Entree/garderobe|Kantine|Kantoor|Sanitaire ruimte|Technische installatieruimte,Kantoren,K,947,8,MA10,0363010001032071
POINT (52.376566 4.9464661),Levantkade 271,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,84,5,MA02,0363010000676042
POINT (52.3767101 4.946465),KNSM-laan 762,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,82,5,MA02,0363010000942416
POINT (52.376719 4.9464651),KNSM-laan 760,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,59,4,MA02,0363010000942415
POINT (52.36902 4.9465419),Cruquiusweg 65E/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,41,4,MA10,0363010012132977
POINT (52.368964 4.946544),Cruquiusweg 65E/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132976
POINT (52.368909 4.946545),Cruquiusweg 65E/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,54,4,MA10,0363010012132975
POINT (52.3688529 4.946546),Cruquiusweg 65E/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,53,4,MA10,0363010012132974
POINT (52.368797 4.946548),Cruquiusweg 65E/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,46,4,MA10,0363010012132973
POINT (52.369021 4.946557),Cruquiusweg 65F/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,42,4,MA10,0363010012132986
POINT (52.368966 4.9465579),Cruquiusweg 65F/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,41,4,MA10,0363010012132985
POINT (52.3688809 4.9465599),Cruquiusweg 65A/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132941
POINT (52.368909 4.94656),Cruquiusweg 65F/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,56,4,MA10,0363010012132984
POINT (52.368825 4.946561),Cruquiusweg 65A/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132942
POINT (52.368853 4.946561),Cruquiusweg 65F/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,55,4,MA10,0363010012132983
POINT (52.3687969 4.9465619),Cruquiusweg 65F/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,48,4,MA10,0363010012132982
POINT (52.365476 4.9465991),Kramatplantsoen 101A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,106,5,MG01,0363010012074891
POINT (52.365476 4.946605),Kramatplantsoen 101C,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,103,5,MG01,0363010012074890
POINT (52.365476 4.946605),Kramatplantsoen 101B,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,108,5,MG01,0363010012074892
POINT (52.303419 4.9472191),Hettenheuvelweg 8,Amsterdam,kantoorfunctie,Kantoor|Werkplaats,Kantoren,K,2457,11,TA03,0363010000927597
POINT (52.369023 4.946571),Cruquiusweg 65G/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,43,4,MA10,0363010012132995
POINT (52.368967 4.9465731),Cruquiusweg 65G/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,42,4,MA10,0363010012132994
POINT (52.368995 4.946573),Cruquiusweg 65B/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132951
POINT (52.368938 4.946573),Cruquiusweg 65B/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,24,3,MA10,0363010012132952
POINT (52.368882 4.9465741),Cruquiusweg 65B/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132945
POINT (52.365476 4.9466081),Kramatplantsoen 101D,Amsterdam,gezondheidszorgfunctie,Kantoor,Maatschappelijke bijeenkomst,Y,669,8,MG01,0363010012074888
POINT (52.36891 4.946574),Cruquiusweg 65G/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,58,4,MA10,0363010012132993
POINT (52.3688259 4.946575),Cruquiusweg 65B/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132946
POINT (52.368854 4.9465759),Cruquiusweg 65G/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,56,4,MA10,0363010012132992
POINT (52.3687979 4.946577),Cruquiusweg 65G/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,49,4,MA10,0363010012132991
POINT (52.365476 4.946611),Kramatplantsoen 101E,Amsterdam,gezondheidszorgfunctie,Kantoor,Zorg,Z,339,6,MG01,0363010012074889
POINT (52.365476 4.9466191),Kramatplantsoen 101F,Amsterdam,bijeenkomstfunctie,Kantoor,Horeca,H,144,5,MG01,0363010012074895
POINT (52.316468 4.947105),Anna Blamansingel 118,Amsterdam,overige gebruiksfunctie,,Onbemensd,X,1479,9,TB01,0363010001044989
POINT (52.38559 4.9464209),Nieuwendammerdijk 536A,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,1072,9,NP03,0363010000936552
POINT (52.365477 4.946621),Kramatplantsoen 101G,Amsterdam,winkelfunctie,Kantoor,Detailhandel,D,89,5,MG01,0363010012074894
POINT (52.369024 4.946586),Cruquiusweg 65H/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,44,4,MA10,0363010012133004
POINT (52.368968 4.9465871),Cruquiusweg 65H/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,44,4,MA10,0363010012133003
POINT (52.368996 4.946587),Cruquiusweg 65C/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132960
POINT (52.368939 4.946588),Cruquiusweg 65C/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,24,3,MA10,0363010012132961
POINT (52.368882 4.9465889),Cruquiusweg 65C/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132953
POINT (52.3689109 4.946589),Cruquiusweg 65H/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,59,4,MA10,0363010012133002
POINT (52.368826 4.94659),Cruquiusweg 65C/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132954
POINT (52.365477 4.9466241),Kramatplantsoen 101H,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,365,7,MG01,0363010012074893
POINT (52.368854 4.946591),Cruquiusweg 65H/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,58,4,MA10,0363010012133001
POINT (52.368798 4.946592),Cruquiusweg 65H/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,51,4,MA10,0363010012133000
POINT (52.365476 4.946633),Kramatplantsoen 101K,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,14,3,MG01,0363010012074899
POINT (52.369026 4.9465999),Cruquiusweg 65K/7,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012133013
POINT (52.365476 4.946636),Kramatplantsoen 101P,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,85,5,MG01,0363010012074897
POINT (52.365476 4.946636),Kramatplantsoen 101N,Amsterdam,gezondheidszorgfunctie,Kantoor,Zorg,Z,123,5,MG01,0363010012074896
POINT (52.368969 4.946602),Cruquiusweg 65K/6,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012133012
POINT (52.368997 4.946602),Cruquiusweg 65D/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132969
POINT (52.36894 4.9466031),Cruquiusweg 65D/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,25,3,MA10,0363010012132970
POINT (52.368883 4.9466041),Cruquiusweg 65D/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132962
POINT (52.368912 4.9466039),Cruquiusweg 65K/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,61,4,MA10,0363010012133011
POINT (52.368826 4.9466049),Cruquiusweg 65D/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132963
POINT (52.3688549 4.9466049),Cruquiusweg 65K/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,60,4,MA10,0363010012133010
POINT (52.368798 4.9466071),Cruquiusweg 65K/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,53,4,MA10,0363010012133009
POINT (52.365477 4.94664),Kramatplantsoen 101L,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,36,4,MG01,0363010012074902
POINT (52.321624 4.947081),Drostenburg 3,Amsterdam,sportfunctie,Zwembad algemeen,Sport,S,667,8,TB02,0363010012073156
POINT (52.369027 4.946615),Cruquiusweg 65L/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,83,5,MA10,0363010012133019
POINT (52.368999 4.946617),Cruquiusweg 65E/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132978
POINT (52.368941 4.9466179),Cruquiusweg 65E/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,25,3,MA10,0363010012132979
POINT (52.368884 4.946619),Cruquiusweg 65E/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132971
POINT (52.368913 4.9466191),Cruquiusweg 65L/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,97,5,MA10,0363010012133018
POINT (52.368827 4.94662),Cruquiusweg 65E/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132972
POINT (52.3687979 4.946621),Cruquiusweg 65L/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,91,5,MA10,0363010012133017
POINT (52.372064 4.946599),R.J.H. Fortuynplein 4,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,83,5,MA06,0363010000991251
POINT (52.369029 4.946629),Cruquiusweg 65M/4,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,85,5,MA10,0363010012133024
POINT (52.369 4.946631),Cruquiusweg 65F/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132987
POINT (52.368942 4.9466321),Cruquiusweg 65F/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,24,3,MA10,0363010012132988
POINT (52.368884 4.9466331),Cruquiusweg 65F/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132980
POINT (52.368914 4.9466331),Cruquiusweg 65M/3,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,99,5,MA10,0363010012133023
POINT (52.3688269 4.9466341),Cruquiusweg 65F/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132981
POINT (52.3687979 4.946636),Cruquiusweg 65M/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,94,5,MA10,0363010012133022
POINT (52.3122629 4.947205),Johan Cruijff Boulevard 610,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,120,5,TC03,0363010001166021
POINT (52.350126 4.9468309),Radioweg 63,Amsterdam,sportfunctie,Club-/verenigingsgebouw,Sport,S,611,7,MN07,0363010001006683
POINT (52.390713 4.946429),Beemsterstraat 42/H,Amsterdam,gezondheidszorgfunctie|winkelfunctie|woonfunctie,Berging/schuur|Praktijkruimte,Zorg,Z,68,4,NN02,0363010000578616
POINT (52.369001 4.946646),Cruquiusweg 65G/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012132996
POINT (52.368943 4.946647),Cruquiusweg 65G/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,24,3,MA10,0363010012132997
POINT (52.368885 4.9466479),Cruquiusweg 65G/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132989
POINT (52.368827 4.9466491),Cruquiusweg 65G/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132990
POINT (52.369003 4.9466611),Cruquiusweg 65H/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012133005
POINT (52.368944 4.946662),Cruquiusweg 65H/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,24,3,MA10,0363010012133006
POINT (52.368886 4.946663),Cruquiusweg 65H/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012132998
POINT (52.368828 4.9466639),Cruquiusweg 65H/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012132999
POINT (52.369004 4.9466749),Cruquiusweg 65K/8,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,40,4,MA10,0363010012133014
POINT (52.368945 4.946676),Cruquiusweg 65K/9,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,24,3,MA10,0363010012133015
POINT (52.368886 4.9466771),Cruquiusweg 65K/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,38,4,MA10,0363010012133007
POINT (52.368828 4.9466789),Cruquiusweg 65K/2,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,45,4,MA10,0363010012133008
POINT (52.36704 4.9467069),Zeeburgerpad 102,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,204,6,MA11,0363010000879076
POINT (52.369005 4.9466901),Cruquiusweg 65L/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,78,4,MA10,0363010012133020
POINT (52.3688869 4.9466919),Cruquiusweg 65L/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,82,5,MA10,0363010012133016
POINT (52.296014 4.9474241),Stekkenbergweg 8,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,742,8,TA04,0363010000899139
POINT (52.309036 4.9472959),Hoogoorddreef 5,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,22022,25,TA03,0363010001975890
POINT (52.3714619 4.9466781),R.J.H. Fortuynplein 29,Amsterdam,bijeenkomstfunctie,Restaurant,Horeca,H,132,5,MA06,0363010000997342
POINT (52.369007 4.9467041),Cruquiusweg 65M/5,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,78,4,MA10,0363010012133025
POINT (52.368888 4.946707),Cruquiusweg 65M/1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,82,5,MA10,0363010012133021
POINT (52.3948471 4.946461),Schoorlstraat 127,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,31,4,NJ05,0363010000808023
POINT (52.3403661 4.947015),Weidestraat 35,Amsterdam,bijeenkomstfunctie|woonfunctie,Overige ruimten,Maatschappelijke bijeenkomst,Y,73,4,MP03,0363010000864813
POINT (52.312245 4.947308),Johan Cruijff Boulevard 612,Amsterdam,kantoorfunctie,Opslag/magazijn,Kantoren,K,1934,10,TC03,0363010001166022
POINT (52.371435 4.9467231),R.J.H. Fortuynplein 27,Amsterdam,industriefunctie,,Bedrijven,B,86,5,MA06,0363010000997341
POINT (52.311949 4.94734),Hoogoordplein 1,Amsterdam,winkelfunctie,Fietsenstalling|Kantoor|Opslag/magazijn|Opstal|Winkel/verkoopruimte,Detailhandel,D,117,5,TC03,0363010001166027
POINT (52.321432 4.947256),Drostenburg 1,Amsterdam,onderwijsfunctie,Gymzaal|Schoolgebouw,Onderwijs,O,4133,12,TB02,0363010012073155
POINT (52.3154 4.947321),Fraijlemaborg 133,Amsterdam,onderwijsfunctie,Opstal,Onderwijs,O,23066,26,TC03,0363010011909585
POINT (52.29605 4.9475411),Stekkenbergweg 6,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,922,8,TA04,0363010000899134
POINT (52.371993 4.9467911),R.J.H. Fortuynplein 6,Amsterdam,kantoorfunctie,,Kantoren,K,209,6,MA06,0363010000991252
POINT (52.293021 4.9476),Tafelbergweg 2A,Amsterdam,bijeenkomstfunctie,Cafetaria,Horeca,H,636,8,TA07,0363010001164317
POINT (52.311868 4.9474141),Hoogoordplein 3,Amsterdam,overige gebruiksfunctie,,Detailhandel,D,113,5,TC03,0363010001166028
POINT (52.3122281 4.947426),Johan Cruijff Boulevard 614,Amsterdam,winkelfunctie,Opslag/magazijn|Winkel/verkoopruimte,Detailhandel,D,73,4,TC03,0363010001166023
POINT (52.3741589 4.946857),Bufferstraat 4,Amsterdam,kantoorfunctie,,Kantoren,K,32,4,MA05,0363010000982794
POINT (52.295601 4.947678),Schurenbergweg 14,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,459,7,TA04,0363010000936704
POINT (52.307743 4.947572),Hogehilweg 17F,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,732,8,TA03,0363010011297111
POINT (52.31221 4.947528),Johan Cruijff Boulevard 616,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,252,6,TC03,0363010001166024
POINT (52.340906 4.947245),Tuinbouwstraat 26B,Amsterdam,kantoorfunctie,Kantoor|Overige ruimten,Kantoren,K,40,4,MP03,0363010001016941
POINT (52.342947 4.947225),Middenweg 398,Amsterdam,bijeenkomstfunctie,Opslag/magazijn|Restaurant,Horeca,H,93,5,MP03,0363010000744009
POINT (52.307752 4.9475871),Hogehilweg 17B,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,237,6,TA03,0363010011297107
POINT (52.3077341 4.947602),Hogehilweg 17C,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,544,7,TA03,0363010011297108
POINT (52.3077341 4.947602),Hogehilweg 17,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,2056,10,TA03,0363010011297105
POINT (52.3077431 4.947617),Hogehilweg 17E,Amsterdam,kantoorfunctie,,Kantoren,K,469,7,TA03,0363010011297110
POINT (52.3047779 4.94766),Karspeldreef 2,Amsterdam,logiesfunctie,Fitnessruimte|Foyer|Hotelkamer|Kantoor|Restaurant|Sanitaire ruimte|Technische installatieruimte,Logies,L,5452,18,TA03,0363010000698912
POINT (52.36635 4.9470519),Zeeburgerdijk 385,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,75,4,MG02,0363010001039135
POINT (52.374321 4.9469731),J.F. van Hengelstraat 55,Amsterdam,industriefunctie,,Bedrijven,B,22,3,MA05,0363010000981560
POINT (52.3688089 4.9470669),Cruquiusweg 67B,Amsterdam,bijeenkomstfunctie,Technische installatieruimte|Zaal (horeca),Ontspanning en vermaak,C,951,8,MA10,0363010012138352
POINT (52.3256549 4.947498),Daniël Defoelaan 88,Amsterdam,onderwijsfunctie,Zaal/Collegezaal,Onderwijs,O,258,6,TB02,0363010000911884
POINT (52.3478 4.947279),Radioweg 80,Amsterdam,sportfunctie,Club-/verenigingsgebouw,Sport,S,200,6,MN06,0363010001006688
POINT (52.3121921 4.947646),Johan Cruijff Boulevard 618,Amsterdam,winkelfunctie,Winkel/verkoopruimte,Detailhandel,D,152,5,TC03,0363010001166025
POINT (52.3770451 4.947034),Venetiëhof 225,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,14,3,MA02,0363010000994554
POINT (52.3020909 4.9477901),Laarderhoogtweg 11,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,6354,19,TA03,0363010001009582
POINT (52.305866 4.947782),Hogehilweg 8,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn|Vergaderruimte,Kantoren,K,5425,18,TA03,0363010000909087
POINT (52.36635 4.947184),Zeeburgerdijk 387,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,75,4,MG02,0363010001039136
POINT (52.312175 4.947749),Johan Cruijff Boulevard 620,Amsterdam,winkelfunctie,Sanitaire ruimte,Detailhandel,D,84,5,TC03,0363010001166026
POINT (52.312994 4.947751),Hoekenrode 1,Amsterdam,logiesfunctie,Hotelkamer,Logies,L,8257,20,TC03,0363010012076492
POINT (52.36635 4.9472869),Zeeburgerdijk 389,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,75,4,MG02,0363010001039137
POINT (52.341546 4.947547),Veeteeltstraat 20,Amsterdam,kantoorfunctie|woonfunctie,Praktijkruimte,Zorg,Z,90,5,MP03,0363010001014972
POINT (52.342858 4.9475341),Middenweg 400,Amsterdam,winkelfunctie|woonfunctie,Winkel/verkoopruimte|Woning in niet-woning,Detailhandel,D,59,4,MP03,0363010000744010
POINT (52.31134 4.94788),Hoogoordplein 7,Amsterdam,sportfunctie,Werkruimte,Sport,S,1415,9,TC03,0363010012068163
POINT (52.3677981 4.947379),Cruquiusweg 78,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,1300,9,MA10,0363010012118952
POINT (52.347657 4.9475831),Radioweg 80A,Amsterdam,sportfunctie,,Sport,S,2665,11,MN06,0363010012078583
POINT (52.369243 4.9474409),Cruquiusweg 67,Amsterdam,bijeenkomstfunctie,Kantoor|Opslag/magazijn|Restaurant|Terras (horeca),Horeca,H,4245,12,MA10,0363010012074901
POINT (52.3414389 4.947753),Veeteeltstraat 19,Amsterdam,kantoorfunctie,Atelier,Bedrijven,B,106,5,MP03,0363010000852608
POINT (52.3940549 4.947239),De Egmondenstraat 106,Amsterdam,industriefunctie,Garage,Bedrijven,B,20,3,NJ05,0363010012125456
POINT (52.402399 4.9471651),Elpermeer 227,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,97,5,NH01,0363010000632314
POINT (52.3052069 4.948134),Karspeldreef 4D,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,294,6,TA03,0363010012144145
POINT (52.3670519 4.947559),Zeeburgerpad 103,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1668,10,MA11,0363010001027490
POINT (52.311915 4.948118),Hoekenrode 10,Amsterdam,winkelfunctie,,Detailhandel,D,674,8,TC03,0363010001166030
POINT (52.389843 4.947356),Oudorperstraat 18/H,Amsterdam,gezondheidszorgfunctie,Opslag/magazijn|Praktijkruimte,Zorg,Z,179,5,NN02,0363010012130883
POINT (52.316796 4.948084),Anna Blamansingel 174,Amsterdam,overige gebruiksfunctie,,Onbemensd,X,1679,10,TB01,0363010001044885
POINT (52.292239 4.948349),Tafelbergweg 6,Amsterdam,gezondheidszorgfunctie,Gebouwdeel t.b.v. woondoeleinden in g,Zorg,Z,1388,9,TA07,0363010012063376
POINT (52.306398 4.9482159),Hogehilweg 12,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,3115,11,TA03,0363010000909089
POINT (52.3072781 4.948208),Hogehilweg 19,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,3103,11,TA03,0363010000909096
POINT (52.31419 4.948169),Bijlmerdreef 100,Amsterdam,kantoorfunctie,,Kantoren,K,7850,20,TC03,0363010001008772
POINT (52.314208 4.9481691),Bijlmerdreef 98,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,5480,18,TC03,0363010000584379
